scenario,ts_ms,ped_x,ped_y,veh_x,veh_y,ped_speed_mps,veh_speed_mps,distance_m,rel_speed_mps,event_id,event_x,event_y,ttc,risk_score,risk_level,zone_id,zone_name,zone_type,zone_distance_m,zone_base_risk,zone_speed_limit_kmh,event_type,label
scenario_000,11000,3600.0,1400.0,3637.32,1299.39,1.2,1.34,107.30868790549997,0.1400000000000001,E000067,3618.66,1349.7,766.49,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,11000,3600.0,1400.0,3844.99,1328.51,1.2,0.0,255.20760215949664,-1.2,E000068,3722.49,1364.26,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,11000,3600.0,1400.0,3783.39,1193.37,1.2,16.33,276.27495181431124,15.13,E000069,3691.69,1296.68,18.26,25.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,11000,3600.0,1400.0,3638.04,1336.63,1.2,4.67,73.91074685050872,3.47,E000070,3619.02,1368.32,21.3,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,11000,3600.0,1400.0,3536.87,1444.73,1.2,13.22,77.37034186301632,12.02,E000071,3568.43,1422.37,6.44,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,11000,3600.0,1400.0,3617.2,1592.39,1.2,10.74,193.15732473815237,9.54,E000072,3608.6,1496.2,20.25,17.0,0,Z01,Main Gate,Entrance,8.19,3,20.0,Normal,0
scenario_000,11000,3600.0,1400.0,3553.59,1456.96,1.2,4.76,73.47332645252963,3.56,E000073,3576.8,1428.48,20.64,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,11000,3600.0,1400.0,3723.36,1412.6,1.2,10.0,124.00181288997362,8.8,E000074,3661.68,1406.3,14.09,14.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,11000,3600.0,1400.0,3478.33,1585.6,1.2,5.37,221.9255481011593,4.17,E000075,3539.16,1492.8,53.22,6.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,11000,3600.0,1400.0,3472.15,1594.97,1.2,0.0,233.15000193008788,-1.2,E000076,3536.07,1497.49,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,12000,3600.0,1400.0,3697.28,1414.68,1.2,20.39,98.3814047470356,19.19,E000077,3648.64,1407.34,5.13,47.0,2,OUT,Outside Zone,Normal Area,,0,,Warning Approach,2
scenario_000,12000,3600.0,1400.0,3567.2,1460.85,1.2,5.0,69.12714734458525,3.8,E000078,3583.6,1430.42,18.19,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,12000,3600.0,1400.0,3637.57,1302.78,1.2,3.4,104.22683579577776,2.2,E000079,3618.78,1351.39,47.38,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,12000,3600.0,1400.0,3846.87,1328.12,1.2,1.92,257.12162744506725,0.72,E000080,3723.43,1364.06,357.11,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,12000,3600.0,1400.0,3666.08,1414.19,1.2,0.0,67.5864076571613,-1.2,E000081,3633.04,1407.1,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,12000,3600.0,1400.0,3793.38,1177.27,1.2,18.88,294.965213711719,17.68,E000082,3696.69,1288.63,16.68,25.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,12000,3600.0,1400.0,3641.6,1331.92,1.2,5.99,79.7837477184419,4.79,E000083,3620.8,1365.96,16.66,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,12000,3600.0,1400.0,3527.24,1435.19,1.2,13.56,80.82297754970449,12.36,E000084,3563.62,1417.6,6.54,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,12000,3600.0,1400.0,3606.86,1592.72,1.2,10.34,192.8420545420527,9.14,E000085,3603.43,1496.36,21.1,17.0,0,Z01,Main Gate,Entrance,5.69,3,20.0,Normal,0
scenario_000,12000,3600.0,1400.0,3554.5,1457.69,1.2,1.18,73.47371026428436,-0.02,E000086,3577.25,1428.85,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,12000,3600.0,1400.0,3711.8,1411.7,1.2,11.62,112.41054221023953,10.42,E000087,3655.9,1405.85,10.79,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,12000,3600.0,1400.0,3482.62,1579.1,1.2,7.8,214.13751282762203,6.6,E000088,3541.31,1489.55,32.45,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,12000,3600.0,1400.0,3472.94,1593.77,1.2,1.44,231.7133066960117,0.24,E000089,3536.47,1496.88,965.47,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,13000,3600.0,1400.0,3681.92,1417.84,1.2,15.89,83.8400381679303,14.69,E000090,3640.96,1408.92,5.71,41.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,13000,3600.0,1400.0,3571.43,1464.49,1.2,5.65,70.53513308982986,4.45,E000091,3585.72,1432.24,15.85,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,13000,3600.0,1400.0,3637.94,1307.76,1.2,5.0,99.73796268222048,3.8,E000092,3618.97,1353.88,26.25,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,13000,3600.0,1400.0,3850.44,1327.37,1.2,3.64,260.7591043472884,2.4400000000000004,E000093,3725.22,1363.68,106.87,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,13000,3600.0,1400.0,3668.02,1413.97,1.2,1.98,69.43976742472572,0.78,E000094,3634.01,1406.99,89.03,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,13000,3600.0,1400.0,3593.18,1361.28,1.2,0.0,39.31603744021013,-1.2,E000095,3596.59,1380.64,9999.0,18.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,13000,3600.0,1400.0,3804.56,1159.28,1.2,21.09,315.8969958704894,19.89,E000096,3702.28,1279.64,15.88,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,13000,3600.0,1400.0,3648.61,1330.29,1.2,7.38,84.98479981737921,6.18,E000097,3624.31,1365.14,13.75,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,13000,3600.0,1400.0,3517.09,1425.32,1.2,14.16,86.69008305452229,12.96,E000098,3558.55,1412.66,6.69,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,13000,3600.0,1400.0,3596.05,1592.74,1.2,10.8,192.7804712620031,9.6,E000099,3598.03,1496.37,20.08,17.0,0,Z01,Main Gate,Entrance,7.17,3,20.0,Normal,0
scenario_000,13000,3600.0,1400.0,3557.49,1459.5,1.2,3.5,73.12557760455653,2.3,E000100,3578.74,1429.75,31.79,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,13000,3600.0,1400.0,3699.22,1414.28,1.2,13.01,100.24234035575964,11.81,E000101,3649.61,1407.14,8.49,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,13000,3600.0,1400.0,3487.83,1571.09,1.2,9.56,204.5822499631872,8.360000000000001,E000102,3543.91,1485.55,24.47,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,13000,3600.0,1400.0,3474.53,1591.37,1.2,2.87,228.834433160746,1.6700000000000002,E000103,3537.27,1495.68,137.03,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,14000,3600.0,1400.0,3669.86,1420.21,1.2,12.46,72.7245742510743,11.260000000000002,E000104,3634.93,1410.11,6.46,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,14000,3600.0,1400.0,3577.78,1468.54,1.2,7.53,72.05178693134533,6.33,E000105,3588.89,1434.27,11.38,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,14000,3600.0,1400.0,3638.49,1315.27,1.2,7.53,93.06262944920472,6.33,E000106,3619.24,1357.63,14.7,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,14000,3600.0,1400.0,3855.96,1326.22,1.2,5.64,266.3813244204631,4.44,E000107,3727.98,1363.11,60.0,6.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,14000,3600.0,1400.0,3672.09,1413.32,1.2,4.19,73.31023461973109,2.99,E000108,3636.05,1406.66,24.52,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,14000,3600.0,1400.0,3593.77,1360.04,1.2,1.38,40.442731114503175,0.1799999999999999,E000109,3596.89,1380.02,224.68,13.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,14000,3600.0,1400.0,3472.15,1594.97,1.2,0.0,233.15000193008788,-1.2,E000110,3536.07,1497.49,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,14000,3600.0,1400.0,3817.09,1139.26,1.2,23.53,339.28368027360244,22.33,E000111,3708.55,1269.63,15.19,30.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,14000,3600.0,1400.0,3657.68,1330.54,1.2,9.11,90.28662137880666,7.909999999999999,E000112,3628.84,1365.27,11.41,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,14000,3600.0,1400.0,3507.0,1415.53,1.2,14.06,94.28775583287576,12.86,E000113,3553.5,1407.76,7.33,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,14000,3600.0,1400.0,3584.63,1593.24,1.2,11.44,193.85028888294184,10.24,E000114,3592.32,1496.62,18.93,22.0,1,Z01,Main Gate,Entrance,11.74,3,20.0,Caution Approach,1
scenario_000,14000,3600.0,1400.0,3563.21,1461.19,1.2,5.96,71.39832070854331,4.76,E000115,3581.61,1430.6,15.0,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,14000,3600.0,1400.0,3685.25,1417.15,1.2,14.46,86.95794960784208,13.260000000000002,E000116,3642.62,1408.58,6.56,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,14000,3600.0,1400.0,3494.0,1561.4,1.2,11.48,193.0957275550136,10.28,E000117,3547.0,1480.7,18.78,19.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,14000,3600.0,1400.0,3477.29,1587.17,1.2,5.03,223.8087420097795,3.83,E000118,3538.64,1493.59,58.44,6.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,15000,3600.0,1400.0,3662.06,1420.83,1.2,7.96,65.46245106929614,6.76,E000119,3631.03,1410.41,9.68,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,15000,3600.0,1400.0,3581.5,1470.97,1.2,4.45,73.34160415480427,3.25,E000120,3590.75,1435.49,22.57,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,15000,3600.0,1400.0,3639.18,1324.5,1.2,9.25,85.06069832772353,8.05,E000121,3619.59,1362.25,10.57,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,15000,3600.0,1400.0,3863.87,1324.57,1.2,8.09,274.43954124724803,6.89,E000122,3731.93,1362.28,39.83,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,15000,3600.0,1400.0,3677.42,1412.22,1.2,5.52,78.37847153396149,4.319999999999999,E000123,3638.71,1406.11,18.14,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,15000,3600.0,1400.0,3596.0,1356.87,1.2,3.9,43.31508859508438,2.7,E000124,3598.0,1378.43,16.04,13.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,15000,3600.0,1400.0,3473.3,1593.23,1.2,2.09,231.0643263249435,0.8899999999999999,E000125,3536.65,1496.62,259.62,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,15000,3600.0,1400.0,3739.98,1369.58,1.2,0.0,143.24725756537194,-1.2,E000126,3669.99,1384.79,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,15000,3600.0,1400.0,3826.53,1115.43,1.2,25.77,363.7250689738062,24.57,E000127,3713.27,1257.72,14.8,30.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,15000,3600.0,1400.0,3668.11,1333.11,1.2,10.8,95.46331337220612,9.6,E000128,3634.06,1366.55,9.94,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,15000,3600.0,1400.0,3496.97,1405.79,1.2,13.97,103.19256271650607,12.77,E000129,3548.48,1402.89,8.08,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,15000,3600.0,1400.0,3573.32,1594.33,1.2,11.36,196.1529283492856,10.16,E000130,3586.66,1497.16,19.31,22.0,1,Z01,Main Gate,Entrance,17.07,3,20.0,Caution Approach,1
scenario_000,15000,3600.0,1400.0,3570.18,1463.69,1.2,7.43,70.32530483403549,6.23,E000131,3585.09,1431.85,11.29,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,15000,3600.0,1400.0,3675.48,1419.16,1.2,10.1,77.87384670093039,8.9,E000132,3637.74,1409.58,8.75,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach,1
scenario_000,15000,3600.0,1400.0,3500.42,1551.32,1.2,11.96,181.1461255450968,10.760000000000002,E000133,3550.21,1475.66,16.84,19.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
scenario_000,15000,3600.0,1400.0,3480.87,1581.75,1.2,6.5,217.31318275705232,5.3,E000134,3540.43,1490.88,41.0,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal,0
