ts_ms,ped_x,ped_y,veh_x,veh_y,ped_speed_mps,veh_speed_mps,distance_m,rel_speed_mps,event_id,event_x,event_y,ttc,risk_score,risk_level,zone_id,zone_name,zone_type,zone_distance_m,zone_base_risk,zone_speed_limit_kmh,event_type
6000,3600,1400,3538.9,1442.25,1.2,0.0,74.28507589011394,-1.2,E000028,3569.45,1421.12,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
7000,3600,1400,3785.18,1396.62,1.2,14.19,185.2108441749563,12.99,E000029,3692.59,1398.31,14.26,19.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
7000,3600,1400,3586.69,1422.84,1.2,12.49,26.435235955065632,11.290000000000001,E000030,3593.35,1411.42,2.34,62.0,2,OUT,Outside Zone,Normal Area,,0,,Warning Approach
7000,3600,1400,3751.51,1238.66,1.2,9.69,221.3275303707156,8.49,E000031,3675.76,1319.33,26.07,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
7000,3600,1400,3641.79,1368.15,1.2,6.71,52.54356858836285,5.51,E000032,3620.89,1384.08,9.54,29.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
7000,3600,1400,3569.98,1467.36,1.2,4.56,73.74666094136049,3.3599999999999994,E000033,3584.99,1433.68,21.95,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
7000,3600,1400,3648.16,1590.82,1.2,3.19,196.80360260930175,1.99,E000034,3624.08,1495.41,98.9,6.0,0,Z01,Main Gate,Entrance,22.1,3,20.0,Normal
7000,3600,1400,3539.83,1443.17,1.2,1.3,74.05455961654229,0.10000000000000009,E000035,3569.91,1421.59,740.55,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
7000,3600,1400,3748.28,1407.47,1.2,0.0,148.46804134223655,-1.2,E000036,3674.14,1403.74,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
8000,3600,1400,3769.4,1399.87,1.2,16.11,169.400049881929,14.91,E000037,3684.7,1399.93,11.36,29.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
8000,3600,1400,3581.24,1433.3,1.2,11.87,38.22077445578523,10.67,E000038,3590.62,1416.65,3.58,57.0,2,OUT,Outside Zone,Normal Area,,0,,Warning Approach
8000,3600,1400,3757.46,1228.96,1.2,11.37,232.48297400024802,10.17,E000039,3678.73,1314.48,22.86,19.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
8000,3600,1400,3640.46,1359.57,1.2,8.68,57.197871463892845,7.4799999999999995,E000040,3620.23,1379.78,7.65,36.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
8000,3600,1400,3563.36,1464.96,1.2,7.07,74.58076963936477,5.87,E000041,3581.68,1432.48,12.71,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
8000,3600,1400,3643.1,1591.08,1.2,5.06,195.88051562113054,3.8599999999999994,E000042,3621.55,1495.54,50.75,9.0,0,Z01,Main Gate,Entrance,19.66,3,20.0,Normal
8000,3600,1400,3541.92,1445.27,1.2,2.96,73.6387078919775,1.76,E000043,3570.96,1422.63,41.84,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
8000,3600,1400,3745.81,1407.98,1.2,2.53,146.02820446749314,1.3299999999999998,E000044,3672.9,1403.99,109.8,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
8000,3600,1400,3472.15,1594.97,1.2,0.0,233.15000193008788,-1.2,E000045,3536.07,1497.49,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
9000,3600,1400,3751.85,1403.47,1.2,17.92,151.88964217483684,16.720000000000002,E000046,3675.93,1401.74,9.08,33.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
9000,3600,1400,3574.82,1443.67,1.2,12.2,50.40933742869468,11.0,E000047,3587.41,1421.84,4.58,49.0,2,OUT,Outside Zone,Normal Area,,0,,Warning Approach
9000,3600,1400,3767.1,1219.6,1.2,13.03,245.89951199626242,11.83,E000048,3683.55,1309.8,20.79,19.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
9000,3600,1400,3638.82,1349.29,1.2,10.41,63.86310750347196,9.21,E000049,3619.41,1374.64,6.93,34.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
9000,3600,1400,3554.47,1461.77,1.2,9.5,76.7366522595299,8.3,E000050,3577.23,1430.88,9.25,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
9000,3600,1400,3636.54,1591.41,1.2,6.58,194.86651764733733,5.38,E000051,3618.27,1495.7,36.22,14.0,0,Z01,Main Gate,Entrance,16.55,3,20.0,Normal
9000,3600,1400,3545.4,1448.76,1.2,4.93,73.20312561632863,3.7299999999999995,E000052,3572.7,1424.38,19.63,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
9000,3600,1400,3740.81,1409.01,1.2,5.11,141.0979666756399,3.91,E000053,3670.4,1404.51,36.09,6.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
9000,3600,1400,3473.26,1593.29,1.2,2.01,231.13643524983232,0.8099999999999998,E000054,3536.63,1496.64,285.35,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
10000,3600,1400,3734.31,1407.08,1.2,17.92,134.49647764904472,16.720000000000002,E000055,3667.15,1403.54,8.04,33.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
10000,3600,1400,3569.78,1451.81,1.2,9.58,59.97936728575905,8.38,E000056,3584.89,1425.9,7.16,36.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
10000,3600,1400,3637.22,1298.05,1.2,0.0,108.53170458442084,-1.2,E000057,3618.61,1349.03,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
10000,3600,1400,3774.75,1207.31,1.2,14.47,260.1288115530458,13.270000000000001,E000058,3687.38,1303.65,19.6,19.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
10000,3600,1400,3637.52,1341.22,1.2,8.18,69.73405767628897,6.9799999999999995,E000059,3618.76,1370.61,9.99,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
10000,3600,1400,3546.21,1454.09,1.2,11.33,76.28297450938831,10.13,E000060,3573.11,1427.05,7.53,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
10000,3600,1400,3627.92,1591.85,1.2,8.62,193.8709594034134,7.419999999999999,E000061,3613.96,1495.92,26.13,14.0,0,Z01,Main Gate,Entrance,12.59,3,20.0,Normal
10000,3600,1400,3550.23,1453.6,1.2,6.84,73.14378237417031,5.64,E000062,3575.11,1426.8,12.97,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
10000,3600,1400,3733.28,1410.56,1.2,7.65,133.69768883567156,6.45,E000063,3666.64,1405.28,20.73,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
10000,3600,1400,3475.37,1590.09,1.2,3.84,227.30342056379178,2.6399999999999997,E000064,3537.68,1495.05,86.1,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
11000,3600,1400,3716.99,1410.63,1.2,17.92,117.47194133068521,16.720000000000002,E000065,3658.49,1405.32,7.03,40.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
11000,3600,1400,3567.14,1456.16,1.2,5.09,65.06708230741576,3.8899999999999997,E000066,3583.57,1428.08,16.73,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
11000,3600,1400,3637.32,1299.39,1.2,1.34,107.30868790549997,0.14000000000000012,E000067,3618.66,1349.7,766.49,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
11000,3600,1400,3844.99,1328.51,1.2,0.0,255.20760215949662,-1.2,E000068,3722.49,1364.26,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
11000,3600,1400,3783.39,1193.37,1.2,16.33,276.27495181431124,15.129999999999999,E000069,3691.69,1296.68,18.26,25.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
11000,3600,1400,3638.04,1336.63,1.2,4.67,73.91074685050872,3.4699999999999998,E000070,3619.02,1368.32,21.3,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
11000,3600,1400,3536.87,1444.73,1.2,13.22,77.37034186301632,12.020000000000001,E000071,3568.43,1422.37,6.44,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
11000,3600,1400,3617.2,1592.39,1.2,10.74,193.15732473815234,9.540000000000001,E000072,3608.6,1496.2,20.25,17.0,0,Z01,Main Gate,Entrance,8.19,3,20.0,Normal
11000,3600,1400,3553.59,1456.96,1.2,4.76,73.47332645252963,3.5599999999999996,E000073,3576.8,1428.48,20.64,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
11000,3600,1400,3723.36,1412.6,1.2,10.0,124.00181288997362,8.8,E000074,3661.68,1406.3,14.09,14.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
11000,3600,1400,3478.33,1585.6,1.2,5.37,221.92554810115934,4.17,E000075,3539.16,1492.8,53.22,6.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
11000,3600,1400,3472.15,1594.97,1.2,0.0,233.15000193008788,-1.2,E000076,3536.07,1497.49,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
12000,3600,1400,3697.28,1414.68,1.2,20.39,98.3814047470356,19.19,E000077,3648.64,1407.34,5.13,47.0,2,OUT,Outside Zone,Normal Area,,0,,Warning Approach
12000,3600,1400,3567.2,1460.85,1.2,5.0,69.12714734458525,3.8,E000078,3583.6,1430.42,18.19,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
12000,3600,1400,3637.57,1302.78,1.2,3.4,104.22683579577775,2.2,E000079,3618.78,1351.39,47.38,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
12000,3600,1400,3846.87,1328.12,1.2,1.92,257.12162744506725,0.72,E000080,3723.43,1364.06,357.11,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
12000,3600,1400,3666.08,1414.19,1.2,0.0,67.5864076571613,-1.2,E000081,3633.04,1407.1,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
12000,3600,1400,3793.38,1177.27,1.2,18.88,294.965213711719,17.68,E000082,3696.69,1288.63,16.68,25.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
12000,3600,1400,3641.6,1331.92,1.2,5.99,79.7837477184419,4.79,E000083,3620.8,1365.96,16.66,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
12000,3600,1400,3527.24,1435.19,1.2,13.56,80.82297754970449,12.360000000000001,E000084,3563.62,1417.6,6.54,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
12000,3600,1400,3606.86,1592.72,1.2,10.34,192.84205454205267,9.14,E000085,3603.43,1496.36,21.1,17.0,0,Z01,Main Gate,Entrance,5.69,3,20.0,Normal
12000,3600,1400,3554.5,1457.69,1.2,1.18,73.47371026428436,-0.020000000000000018,E000086,3577.25,1428.85,9999.0,5.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
12000,3600,1400,3711.8,1411.7,1.2,11.62,112.41054221023953,10.42,E000087,3655.9,1405.85,10.79,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
12000,3600,1400,3482.62,1579.1,1.2,7.8,214.13751282762203,6.6,E000088,3541.31,1489.55,32.45,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
12000,3600,1400,3472.94,1593.77,1.2,1.44,231.7133066960117,0.24,E000089,3536.47,1496.88,965.47,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
13000,3600,1400,3681.92,1417.84,1.2,15.89,83.8400381679303,14.690000000000001,E000090,3640.96,1408.92,5.71,41.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
13000,3600,1400,3571.43,1464.49,1.2,5.65,70.53513308982986,4.45,E000091,3585.72,1432.24,15.85,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
13000,3600,1400,3637.94,1307.76,1.2,5.0,99.73796268222048,3.8,E000092,3618.97,1353.88,26.25,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
13000,3600,1400,3850.44,1327.37,1.2,3.64,260.7591043472884,2.4400000000000004,E000093,3725.22,1363.68,106.87,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
13000,3600,1400,3668.02,1413.97,1.2,1.98,69.43976742472572,0.78,E000094,3634.01,1406.99,89.03,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
13000,3600,1400,3593.18,1361.28,1.2,0.0,39.316037440210124,-1.2,E000095,3596.59,1380.64,9999.0,18.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
13000,3600,1400,3804.56,1159.28,1.2,21.09,315.8969958704894,19.89,E000096,3702.28,1279.64,15.88,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
13000,3600,1400,3648.61,1330.29,1.2,7.38,84.98479981737921,6.18,E000097,3624.31,1365.14,13.75,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
13000,3600,1400,3517.09,1425.32,1.2,14.16,86.69008305452229,12.96,E000098,3558.55,1412.66,6.69,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
13000,3600,1400,3596.05,1592.74,1.2,10.8,192.7804712620031,9.600000000000001,E000099,3598.03,1496.37,20.08,17.0,0,Z01,Main Gate,Entrance,7.17,3,20.0,Normal
13000,3600,1400,3557.49,1459.5,1.2,3.5,73.12557760455653,2.3,E000100,3578.74,1429.75,31.79,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
13000,3600,1400,3699.22,1414.28,1.2,13.01,100.24234035575965,11.81,E000101,3649.61,1407.14,8.49,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
13000,3600,1400,3487.83,1571.09,1.2,9.56,204.58224996318717,8.360000000000001,E000102,3543.91,1485.55,24.47,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
13000,3600,1400,3474.53,1591.37,1.2,2.87,228.83443316074596,1.6700000000000002,E000103,3537.27,1495.68,137.03,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
14000,3600,1400,3669.86,1420.21,1.2,12.46,72.7245742510743,11.260000000000002,E000104,3634.93,1410.11,6.46,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
14000,3600,1400,3577.78,1468.54,1.2,7.53,72.05178693134533,6.33,E000105,3588.89,1434.27,11.38,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
14000,3600,1400,3638.49,1315.27,1.2,7.53,93.06262944920472,6.33,E000106,3619.24,1357.63,14.7,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
14000,3600,1400,3855.96,1326.22,1.2,5.64,266.3813244204631,4.4399999999999995,E000107,3727.98,1363.11,60.0,6.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
14000,3600,1400,3672.09,1413.32,1.2,4.19,73.31023461973109,2.99,E000108,3636.05,1406.66,24.52,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
14000,3600,1400,3593.77,1360.04,1.2,1.38,40.442731114503175,0.17999999999999994,E000109,3596.89,1380.02,224.68,13.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
14000,3600,1400,3472.15,1594.97,1.2,0.0,233.15000193008788,-1.2,E000110,3536.07,1497.49,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
14000,3600,1400,3817.09,1139.26,1.2,23.53,339.28368027360244,22.330000000000002,E000111,3708.55,1269.63,15.19,30.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
14000,3600,1400,3657.68,1330.54,1.2,9.11,90.28662137880666,7.909999999999999,E000112,3628.84,1365.27,11.41,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
14000,3600,1400,3507.0,1415.53,1.2,14.06,94.28775583287577,12.860000000000001,E000113,3553.5,1407.76,7.33,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
14000,3600,1400,3584.63,1593.24,1.2,11.44,193.85028888294184,10.24,E000114,3592.32,1496.62,18.93,22.0,1,Z01,Main Gate,Entrance,11.74,3,20.0,Caution Approach
14000,3600,1400,3563.21,1461.19,1.2,5.96,71.39832070854331,4.76,E000115,3581.61,1430.6,15.0,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
14000,3600,1400,3685.25,1417.15,1.2,14.46,86.95794960784208,13.260000000000002,E000116,3642.62,1408.58,6.56,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
14000,3600,1400,3494.0,1561.4,1.2,11.48,193.09572755501358,10.280000000000001,E000117,3547.0,1480.7,18.78,19.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
14000,3600,1400,3477.29,1587.17,1.2,5.03,223.8087420097795,3.83,E000118,3538.64,1493.59,58.44,6.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
15000,3600,1400,3662.06,1420.83,1.2,7.96,65.46245106929614,6.76,E000119,3631.03,1410.41,9.68,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
15000,3600,1400,3581.5,1470.97,1.2,4.45,73.34160415480427,3.25,E000120,3590.75,1435.49,22.57,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
15000,3600,1400,3639.18,1324.5,1.2,9.25,85.06069832772353,8.05,E000121,3619.59,1362.25,10.57,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
15000,3600,1400,3863.87,1324.57,1.2,8.09,274.43954124724803,6.89,E000122,3731.93,1362.28,39.83,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
15000,3600,1400,3677.42,1412.22,1.2,5.52,78.37847153396149,4.319999999999999,E000123,3638.71,1406.11,18.14,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
15000,3600,1400,3596.0,1356.87,1.2,3.9,43.31508859508438,2.7,E000124,3598.0,1378.43,16.04,13.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
15000,3600,1400,3473.3,1593.23,1.2,2.09,231.06432632494347,0.8899999999999999,E000125,3536.65,1496.62,259.62,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
15000,3600,1400,3739.98,1369.58,1.2,0.0,143.24725756537194,-1.2,E000126,3669.99,1384.79,9999.0,0.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
15000,3600,1400,3826.53,1115.43,1.2,25.77,363.7250689738062,24.57,E000127,3713.27,1257.72,14.8,30.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
15000,3600,1400,3668.11,1333.11,1.2,10.8,95.46331337220613,9.600000000000001,E000128,3634.06,1366.55,9.94,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
15000,3600,1400,3496.97,1405.79,1.2,13.97,103.19256271650607,12.770000000000001,E000129,3548.48,1402.89,8.08,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
15000,3600,1400,3573.32,1594.33,1.2,11.36,196.1529283492856,10.16,E000130,3586.66,1497.16,19.31,22.0,1,Z01,Main Gate,Entrance,17.07,3,20.0,Caution Approach
15000,3600,1400,3570.18,1463.69,1.2,7.43,70.32530483403549,6.2299999999999995,E000131,3585.09,1431.85,11.29,24.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
15000,3600,1400,3675.48,1419.16,1.2,10.1,77.87384670093039,8.9,E000132,3637.74,1409.58,8.75,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
15000,3600,1400,3500.42,1551.32,1.2,11.96,181.1461255450968,10.760000000000002,E000133,3550.21,1475.66,16.84,19.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
15000,3600,1400,3480.87,1581.75,1.2,6.5,217.31318275705232,5.3,E000134,3540.43,1490.88,41.0,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
16000,3600,1400,3651.93,1419.66,1.2,10.15,55.52693490550317,8.950000000000001,E000135,3625.97,1409.83,6.2,39.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
16000,3600,1400,3584.91,1473.24,1.2,4.11,74.77837722229606,2.91,E000136,3592.45,1436.62,25.7,8.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
16000,3600,1400,3642.01,1329.72,1.2,6.34,81.87868159661595,5.14,E000137,3621.01,1364.86,15.93,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
16000,3600,1400,3873.94,1322.47,1.2,10.28,284.69988496660835,9.08,E000138,3736.97,1361.24,31.35,14.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
16000,3600,1400,3684.5,1410.77,1.2,7.33,85.18358351231767,6.13,E000139,3642.25,1405.38,13.9,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
16000,3600,1400,3600.01,1352.08,1.2,6.25,47.92000104340574,5.05,E000140,3600.01,1376.04,9.49,29.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
16000,3600,1400,3475.18,1590.38,1.2,3.42,227.65011926199398,2.2199999999999998,E000141,3537.59,1495.19,102.55,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
16000,3600,1400,3737.48,1369.88,1.2,2.51,140.74077163352487,1.3099999999999998,E000142,3668.74,1384.94,107.44,3.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
16000,3600,1400,3567.2,1449.88,1.2,0.0,59.698026768060124,-1.2,E000143,3583.6,1424.94,9999.0,10.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
16000,3600,1400,3829.68,1088.46,1.2,27.1,387.05306354555563,25.900000000000002,E000144,3714.84,1244.23,14.94,30.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
16000,3600,1400,3676.13,1336.93,1.2,8.9,98.86152841221912,7.7,E000145,3638.07,1368.47,12.84,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
16000,3600,1400,3487.26,1396.36,1.2,13.54,112.7987464469351,12.34,E000146,3543.63,1398.18,9.14,27.0,1,OUT,Outside Zone,Normal Area,,0,,Caution Approach
16000,3600,1400,3562.45,1595.39,1.2,10.92,198.96546082172168,9.72,E000147,3581.22,1497.7,20.47,17.0,0,Z01,Main Gate,Entrance,22.36,3,20.0,Normal
16000,3600,1400,3574.45,1466.41,1.2,5.06,71.15539754649691,3.8599999999999994,E000148,3587.22,1433.2,18.43,11.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
16000,3600,1400,3668.72,1420.34,1.2,6.96,71.66696589084799,5.76,E000149,3634.36,1410.17,12.44,16.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
16000,3600,1400,3507.12,1540.81,1.2,12.46,168.68358100301288,11.260000000000002,E000150,3553.56,1470.4,14.98,19.0,0,OUT,Outside Zone,Normal Area,,0,,Normal
