ts_ms,ped_x,ped_y,veh_x,veh_y,ped_speed_mps,veh_speed_mps,distance_m,rel_speed_mps,scenario,ttc,risk_score,risk_level,event_type,event_id,event_x,event_y,zone_id,zone_name,zone_type,zone_distance_m,zone_base_risk,zone_speed_limit_kmh,onnx_risk_level,onnx_confidence,prob_level_0,logit_level_0,prob_level_1,logit_level_1,prob_level_2,logit_level_2,prob_level_3,logit_level_3
5000,3600,1400,3577.48,1472.15,1.2,2.21,75.58288761353334,1.01,scenario_000,74.83,8.0,0,Normal,E000020,3588.74,1436.08,OUT,Outside Zone,Normal Area,,0,,0,0.99931705,0.99931705,7.784013,0.0005114739,0.20648187,3.8325434e-05,-2.384701,0.00013317804,-1.1391274
5000,3600,1400,3652.9,1590.58,1.2,0.0,197.78560716088515,-1.2,scenario_000,9999.0,3.0,0,Normal,E000021,3626.45,1495.29,Z01,Main Gate,Entrance,24.4,3,20.0,0,0.99936265,0.99936265,7.70439,0.00010595371,-1.4474802,6.173127e-05,-1.9876925,0.00046969953,0.04161019
6000,3600,1400,3799.09,1393.77,1.2,12.04,199.18745191402007,10.84,scenario_000,18.38,19.0,0,Normal,E000022,3699.55,1396.88,OUT,Outside Zone,Normal Area,,0,,0,0.955851,0.955851,6.5494227,0.043854434,3.4676964,5.7555946e-05,-3.1681776,0.00023700307,-1.7528619
6000,3600,1400,3590.06,1410.86,1.2,10.4,14.72220092241642,9.2,scenario_000,1.6,69.0,2,Warning Approach,E000023,3595.03,1405.43,OUT,Outside Zone,Normal Area,,0,,3,0.9791724,0.0014014329,-2.3128595,0.00024051906,-4.0753107,0.019185672,0.30380893,0.9791724,4.236353
6000,3600,1400,3746.6,1247.03,1.2,8.27,211.8758620041461,7.069999999999999,scenario_000,29.97,11.0,0,Normal,E000024,3673.3,1323.51,OUT,Outside Zone,Normal Area,,0,,0,0.99923,0.99923,7.812424,0.0006071529,0.40646464,2.9639157e-05,-2.6132193,0.00013319032,-1.1105368
6000,3600,1400,3642.93,1374.75,1.2,4.92,49.80509411696745,3.72,scenario_000,13.39,13.0,0,Normal,E000025,3621.47,1387.38,OUT,Outside Zone,Normal Area,,0,,0,0.9967174,0.9967174,7.4269032,0.0031174014,1.6594359,3.2496908e-05,-2.9041748,0.00013255887,-1.4982922
6000,3600,1400,3573.83,1469.82,1.2,4.33,74.56340456282824,3.13,scenario_000,23.82,8.0,0,Normal,E000026,3586.91,1434.91,OUT,Outside Zone,Normal Area,,0,,0,0.999257,0.999257,7.746656,0.00057241943,0.28176093,3.6821028e-05,-2.4620419,0.00013375387,-1.1721104
6000,3600,1400,3651.35,1590.66,1.2,1.55,197.4539391858264,0.3500000000000001,scenario_000,564.15,6.0,0,Normal,E000027,3625.68,1495.33,Z01,Main Gate,Entrance,23.64,3,20.0,0,0.9993718,0.9993718,7.8422203,0.0004403463,0.114899844,3.803282e-05,-2.3342123,0.00014983914,-0.9630995
6000,3600,1400,3538.9,1442.25,1.2,0.0,74.28507589011394,-1.2,scenario_000,9999.0,5.0,0,Normal,E000028,3569.45,1421.12,OUT,Outside Zone,Normal Area,,0,,0,0.9996278,0.9996278,7.8293624,0.0001633656,-0.88978523,5.8656962e-05,-1.91407,0.0001502065,-0.97376466
7000,3600,1400,3785.18,1396.62,1.2,14.19,185.2108441749563,12.99,scenario_000,14.26,19.0,0,Normal,E000029,3692.59,1398.31,OUT,Outside Zone,Normal Area,,0,,0,0.88276076,0.88276076,6.049069,0.116844684,4.02686,8.532713e-05,-3.1952484,0.00030916632,-1.9078612
7000,3600,1400,3586.69,1422.84,1.2,12.49,26.435235955065632,11.29,scenario_000,2.34,62.0,2,Warning Approach,E000030,3593.35,1411.42,OUT,Outside Zone,Normal Area,,0,,2,0.53017145,0.00066452305,-4.5166116,0.0009604487,-4.1482806,0.53017145,2.1652746,0.46820354,2.0409772
7000,3600,1400,3751.51,1238.66,1.2,9.69,221.3275303707156,8.49,scenario_000,26.07,11.0,0,Normal,E000031,3675.76,1319.33,OUT,Outside Zone,Normal Area,,0,,0,0.99920565,0.99920565,7.808049,0.00063499954,0.44695777,3.0141082e-05,-2.600778,0.00012929212,-1.1445919
7000,3600,1400,3641.79,1368.15,1.2,6.71,52.54356858836285,5.51,scenario_000,9.54,29.0,1,Caution Approach,E000032,3620.89,1384.08,OUT,Outside Zone,Normal Area,,0,,1,0.99877244,0.0009595555,-0.20792614,0.99877244,6.739886,0.00016255597,-1.9833738,0.00010550607,-2.4156282
7000,3600,1400,3569.98,1467.36,1.2,4.56,73.74666094136049,3.3599999999999994,scenario_000,21.95,8.0,0,Normal,E000033,3584.99,1433.68,OUT,Outside Zone,Normal Area,,0,,0,0.9993062,0.9993062,7.758031,0.00052308466,0.20295769,3.9169758e-05,-2.3888812,0.00013148226,-1.1779137
7000,3600,1400,3648.16,1590.82,1.2,3.19,196.8036026093017,1.99,scenario_000,98.9,6.0,0,Normal,E000034,3624.08,1495.41,Z01,Main Gate,Entrance,22.1,3,20.0,0,0.9992918,0.9992918,7.8327804,0.0005261846,0.28363046,3.7117796e-05,-2.3679254,0.00014487302,-1.0061642
7000,3600,1400,3539.83,1443.17,1.2,1.3,74.05455961654229,0.1,scenario_000,740.55,8.0,0,Normal,E000035,3569.91,1421.59,OUT,Outside Zone,Normal Area,,0,,0,0.9993368,0.9993368,7.7619133,0.000492512,0.14658502,3.9286406e-05,-2.3820553,0.0001314404,-1.1743804
7000,3600,1400,3748.28,1407.47,1.2,0.0,148.46804134223655,-1.2,scenario_000,9999.0,0.0,0,Normal,E000036,3674.14,1403.74,OUT,Outside Zone,Normal Area,,0,,0,0.99962175,0.99962175,7.800554,0.000102045786,-1.3891563,6.191078e-05,-1.8888838,0.00021422798,-0.6475375
8000,3600,1400,3769.4,1399.87,1.2,16.11,169.400049881929,14.91,scenario_000,11.36,29.0,1,Caution Approach,E000037,3684.7,1399.93,OUT,Outside Zone,Normal Area,,0,,1,0.9975949,0.0021791419,0.66146207,0.9975949,6.787878,0.00011398791,-2.2891324,0.00011190383,-2.3075852
8000,3600,1400,3581.24,1433.3,1.2,11.87,38.22077445578523,10.67,scenario_000,3.58,57.0,2,Warning Approach,E000038,3590.62,1416.65,OUT,Outside Zone,Normal Area,,0,,2,0.9759226,0.00021981366,-5.1621327,0.0014106336,-3.3031187,0.9759226,3.2362256,0.022446914,-0.53600454
8000,3600,1400,3757.46,1228.96,1.2,11.37,232.482974000248,10.17,scenario_000,22.86,19.0,0,Normal,E000039,3678.73,1314.48,OUT,Outside Zone,Normal Area,,0,,0,0.97685856,0.97685856,6.790826,0.022858793,3.0358198,4.0777013e-05,-3.2931523,0.00024190464,-1.5127275
8000,3600,1400,3640.46,1359.57,1.2,8.68,57.197871463892845,7.479999999999999,scenario_000,7.65,36.0,1,Caution Approach,E000040,3620.23,1379.78,OUT,Outside Zone,Normal Area,,0,,1,0.9992543,0.00037827154,-1.3063289,0.9992543,6.5728235,0.00028145598,-1.6019647,8.591498e-05,-2.7885833
8000,3600,1400,3563.36,1464.96,1.2,7.07,74.58076963936477,5.87,scenario_000,12.71,16.0,0,Normal,E000041,3581.68,1432.48,OUT,Outside Zone,Normal Area,,0,,0,0.9795799,0.9795799,6.788632,0.020160232,2.90522,5.3462176e-05,-3.0272725,0.00020634902,-1.6766783
8000,3600,1400,3643.1,1591.08,1.2,5.06,195.8805156211305,3.86,scenario_000,50.75,9.0,0,Normal,E000042,3621.55,1495.54,Z01,Main Gate,Entrance,19.66,3,20.0,0,0.9986916,0.9986916,7.754069,0.0011272306,0.96738666,3.3127453e-05,-2.55977,0.00014809461,-1.0622811
8000,3600,1400,3541.92,1445.27,1.2,2.96,73.6387078919775,1.76,scenario_000,41.84,8.0,0,Normal,E000043,3570.96,1422.63,OUT,Outside Zone,Normal Area,,0,,0,0.99931836,0.99931836,7.7682996,0.00050165685,0.17138705,3.6961417e-05,-2.436655,0.00014308814,-1.0830685
8000,3600,1400,3745.81,1407.98,1.2,2.53,146.02820446749314,1.3299999999999998,scenario_000,109.8,3.0,0,Normal,E000044,3672.9,1403.99,OUT,Outside Zone,Normal Area,,0,,0,0.9995758,0.9995758,7.8400044,0.00021159039,-0.6204299,4.234573e-05,-2.2292142,0.00017032195,-0.837391
8000,3600,1400,3472.15,1594.97,1.2,0.0,233.15000193008788,-1.2,scenario_000,9999.0,0.0,0,Normal,E000045,3536.07,1497.49,OUT,Outside Zone,Normal Area,,0,,0,0.99958533,0.99958533,7.7457147,0.00013818186,-1.1408107,6.585184e-05,-1.8819734,0.00021058024,-0.7195148
9000,3600,1400,3751.85,1403.47,1.2,17.92,151.88964217483684,16.720000000000002,scenario_000,9.08,33.0,1,Caution Approach,E000046,3675.93,1401.74,OUT,Outside Zone,Normal Area,,0,,1,0.9987036,0.0010048293,-0.21512721,0.9987036,6.6865134,0.00023065945,-1.6867579,6.100936e-05,-3.016673
9000,3600,1400,3574.82,1443.67,1.2,12.2,50.40933742869468,11.0,scenario_000,4.58,49.0,2,Warning Approach,E000047,3587.41,1421.84,OUT,Outside Zone,Normal Area,,0,,2,0.9539022,0.00037067593,-4.7302494,0.043941937,0.04504647,0.9539022,3.1227386,0.0017852213,-3.1582801
9000,3600,1400,3767.1,1219.6,1.2,13.03,245.8995119962624,11.83,scenario_000,20.79,19.0,0,Normal,E000048,3683.55,1309.8,OUT,Outside Zone,Normal Area,,0,,0,0.96501833,0.96501833,6.601593,0.03468974,3.2758899,4.997161e-05,-3.2668543,0.00024209893,-1.688963
9000,3600,1400,3638.82,1349.29,1.2,10.41,63.86310750347196,9.21,scenario_000,6.93,34.0,1,Caution Approach,E000049,3619.41,1374.64,OUT,Outside Zone,Normal Area,,0,,1,0.9991241,0.00058233744,-0.7951795,0.9991241,6.652405,0.00022430094,-1.7492409,6.936495e-05,-2.9228477
9000,3600,1400,3554.47,1461.77,1.2,9.5,76.7366522595299,8.3,scenario_000,9.25,24.0,1,Caution Approach,E000050,3577.23,1430.88,OUT,Outside Zone,Normal Area,,0,,1,0.9960472,0.0036983385,0.98851144,0.9960472,6.5844226,0.00012760963,-2.3781512,0.00012675322,-2.384885
9000,3600,1400,3636.54,1591.41,1.2,6.58,194.86651764733733,5.38,scenario_000,36.22,14.0,0,Normal,E000051,3618.27,1495.7,Z01,Main Gate,Entrance,16.55,3,20.0,0,0.98915327,0.98915327,7.053786,0.010600533,2.5178409,5.4000262e-05,-2.7618296,0.0001922117,-1.4922212
9000,3600,1400,3545.4,1448.76,1.2,4.93,73.20312561632863,3.73,scenario_000,19.63,8.0,0,Normal,E000052,3572.7,1424.38,OUT,Outside Zone,Normal Area,,0,,0,0.9991743,0.9991743,7.7270646,0.00066262635,0.40859118,3.794127e-05,-2.4515805,0.00012508847,-1.258599
9000,3600,1400,3740.81,1409.01,1.2,5.11,141.0979666756399,3.91,scenario_000,36.09,6.0,0,Normal,E000053,3670.4,1404.51,OUT,Outside Zone,Normal Area,,0,,0,0.9995043,0.9995043,7.831918,0.0003222832,-0.2076661,3.9169903e-05,-2.315189,0.00013411438,-1.0844043
9000,3600,1400,3473.26,1593.29,1.2,2.01,231.13643524983232,0.8099999999999998,scenario_000,285.35,3.0,0,Normal,E000054,3536.63,1496.64,OUT,Outside Zone,Normal Area,,0,,0,0.99951184,0.99951184,7.739921,0.0002760962,-0.4543515,5.023867e-05,-2.1583157,0.00016185814,-0.98838073
10000,3600,1400,3734.31,1407.08,1.2,17.92,134.49647764904472,16.720000000000002,scenario_000,8.04,33.0,1,Caution Approach,E000055,3667.15,1403.54,OUT,Outside Zone,Normal Area,,0,,1,0.9987804,0.000894436,-0.38977876,0.9987804,6.6283183,0.0002718858,-1.5805898,5.324898e-05,-3.2109933
10000,3600,1400,3569.78,1451.81,1.2,9.58,59.97936728575905,8.38,scenario_000,7.16,36.0,1,Caution Approach,E000056,3584.89,1425.9,OUT,Outside Zone,Normal Area,,0,,1,0.9990103,0.00048777732,-1.1711812,0.9990103,6.4534802,0.00044457635,-1.2639184,5.7307305e-05,-3.3126118
10000,3600,1400,3637.22,1298.05,1.2,0.0,108.53170458442084,-1.2,scenario_000,9999.0,0.0,0,Normal,E000057,3618.61,1349.03,OUT,Outside Zone,Normal Area,,0,,0,0.99963355,0.99963355,7.8179674,0.00011628144,-1.2411633,5.722571e-05,-1.9501734,0.00019292194,-0.73489076
10000,3600,1400,3774.75,1207.31,1.2,14.47,260.1288115530458,13.27,scenario_000,19.6,19.0,0,Normal,E000058,3687.38,1303.65,OUT,Outside Zone,Normal Area,,0,,0,0.96093994,0.96093994,6.567038,0.038741257,3.3560312,5.088156e-05,-3.279128,0.0002678843,-1.6180743
10000,3600,1400,3637.52,1341.22,1.2,8.18,69.73405767628897,6.98,scenario_000,9.99,24.0,1,Caution Approach,E000059,3618.76,1370.61,OUT,Outside Zone,Normal Area,,0,,1,0.9974074,0.0023307938,0.58503866,0.9974074,6.643989,0.00011134482,-2.456293,0.00015056753,-2.1545136
10000,3600,1400,3546.21,1454.09,1.2,11.33,76.28297450938831,10.13,scenario_000,7.53,39.0,1,Caution Approach,E000060,3573.11,1427.05,OUT,Outside Zone,Normal Area,,0,,1,0.99879706,0.00044742148,-1.3877866,0.99879706,6.323019,0.0006962042,-0.945645,5.929302e-05,-3.4087965
10000,3600,1400,3627.92,1591.85,1.2,8.62,193.8709594034134,7.419999999999999,scenario_000,26.13,14.0,0,Normal,E000061,3613.96,1495.92,Z01,Main Gate,Entrance,12.59,3,20.0,0,0.980571,0.980571,6.8728437,0.019137152,2.9363403,6.06273e-05,-2.8183007,0.00023117011,-1.4798925
10000,3600,1400,3550.23,1453.6,1.2,6.84,73.14378237417031,5.64,scenario_000,12.97,16.0,0,Normal,E000062,3575.11,1426.8,OUT,Outside Zone,Normal Area,,0,,0,0.9736206,0.9736206,6.678477,0.026106147,3.0596259,5.95311e-05,-3.023801,0.00021369448,-1.7457529
10000,3600,1400,3733.28,1410.56,1.2,7.65,133.69768883567156,6.45,scenario_000,20.73,11.0,0,Normal,E000063,3666.64,1405.28,OUT,Outside Zone,Normal Area,,0,,0,0.999215,0.999215,7.815617,0.0006254445,0.43935436,3.188941e-05,-2.5368338,0.00012762615,-1.1500034
10000,3600,1400,3475.37,1590.09,1.2,3.84,227.3034205637917,2.64,scenario_000,86.1,3.0,0,Normal,E000064,3537.68,1495.05,OUT,Outside Zone,Normal Area,,0,,0,0.999519,0.999519,7.759901,0.0002521961,-0.5249214,4.8896785e-05,-2.1654167,0.0001798652,-0.86292094
11000,3600,1400,3716.99,1410.63,1.2,17.92,117.4719413306852,16.720000000000002,scenario_000,7.03,40.0,1,Caution Approach,E000065,3658.49,1405.32,OUT,Outside Zone,Normal Area,,0,,1,0.99542713,0.00039529533,-2.324452,0.99542713,5.506842,0.004108889,0.016822942,6.872218e-05,-4.074013
11000,3600,1400,3567.14,1456.16,1.2,5.09,65.06708230741576,3.89,scenario_000,16.73,11.0,0,Normal,E000066,3583.57,1428.08,OUT,Outside Zone,Normal Area,,0,,0,0.99867934,0.99867934,7.658726,0.0011554693,0.896799,3.496025e-05,-2.6012511,0.00013007296,-1.2873671
11000,3600,1400,3637.32,1299.39,1.2,1.34,107.30868790549997,0.1400000000000001,scenario_000,766.49,3.0,0,Normal,E000067,3618.66,1349.7,OUT,Outside Zone,Normal Area,,0,,0,0.99956244,0.99956244,7.816894,0.0002444603,-0.4991261,4.2919444e-05,-2.238854,0.00015017505,-0.98637694
11000,3600,1400,3844.99,1328.51,1.2,0.0,255.20760215949664,-1.2,scenario_000,9999.0,0.0,0,Normal,E000068,3722.49,1364.26,OUT,Outside Zone,Normal Area,,0,,0,0.99961746,0.99961746,7.824906,0.00011243492,-1.2678478,5.3658245e-05,-2.0075865,0.00021638838,-0.6131475
11000,3600,1400,3783.39,1193.37,1.2,16.33,276.27495181431124,15.13,scenario_000,18.26,25.0,1,Caution Approach,E000069,3691.69,1296.68,OUT,Outside Zone,Normal Area,,0,,1,0.99109757,0.00854034,1.6273229,0.99109757,6.381335,9.288699e-05,-2.89385,0.00026928517,-1.8294624
11000,3600,1400,3638.04,1336.63,1.2,4.67,73.91074685050872,3.47,scenario_000,21.3,8.0,0,Normal,E000070,3619.02,1368.32,OUT,Outside Zone,Normal Area,,0,,0,0.9993418,0.9993418,7.802695,0.000485949,0.1739465,3.4194367e-05,-2.4800959,0.00013813053,-1.083958
11000,3600,1400,3536.87,1444.73,1.2,13.22,77.37034186301632,12.02,scenario_000,6.44,39.0,1,Caution Approach,E000071,3568.43,1422.37,OUT,Outside Zone,Normal Area,,0,,1,0.9983767,0.0005161942,-1.4144403,0.9983767,6.1529627,0.0010470479,-0.70719326,6.0012524e-05,-3.5663698
11000,3600,1400,3617.2,1592.39,1.2,10.74,193.1573247381524,9.54,scenario_000,20.25,17.0,0,Normal,E000072,3608.6,1496.2,Z01,Main Gate,Entrance,8.19,3,20.0,0,0.5309516,0.5309516,4.9625487,0.46821252,4.8368,0.0002254231,-2.8018982,0.000610406,-1.8057535
11000,3600,1400,3553.59,1456.96,1.2,4.76,73.47332645252963,3.56,scenario_000,20.64,8.0,0,Normal,E000073,3576.8,1428.48,OUT,Outside Zone,Normal Area,,0,,0,0.9992618,0.9992618,7.746443,0.0005591045,0.2580069,3.7383936e-05,-2.4470882,0.00014159744,-1.1153414
11000,3600,1400,3723.36,1412.6,1.2,10.0,124.00181288997362,8.8,scenario_000,14.09,14.0,0,Normal,E000074,3661.68,1406.3,OUT,Outside Zone,Normal Area,,0,,0,0.9977768,0.9977768,7.5889874,0.0020625337,1.407393,3.0712225e-05,-2.7996368,0.00013004616,-1.3564082
11000,3600,1400,3478.33,1585.6,1.2,5.37,221.9255481011593,4.17,scenario_000,53.22,6.0,0,Normal,E000075,3539.16,1492.8,OUT,Outside Zone,Normal Area,,0,,0,0.9994466,0.9994466,7.7325764,0.00033108407,-0.28000835,4.753389e-05,-2.2209382,0.00017472796,-0.9191501
11000,3600,1400,3472.15,1594.97,1.2,0.0,233.15000193008788,-1.2,scenario_000,9999.0,0.0,0,Normal,E000076,3536.07,1497.49,OUT,Outside Zone,Normal Area,,0,,0,0.9995784,0.9995784,7.731498,0.0001374069,-1.1606444,6.8545436e-05,-1.8560946,0.00021565745,-0.7099
12000,3600,1400,3697.28,1414.68,1.2,20.39,98.3814047470356,19.19,scenario_000,5.13,47.0,2,Warning Approach,E000077,3648.64,1407.34,OUT,Outside Zone,Normal Area,,0,,2,0.9747157,0.00064743904,-4.0748544,0.022913467,-0.5083991,0.9747157,3.2420218,0.0017233622,-3.0958467
12000,3600,1400,3567.2,1460.85,1.2,5.0,69.12714734458525,3.8,scenario_000,18.19,11.0,0,Normal,E000078,3583.6,1430.42,OUT,Outside Zone,Normal Area,,0,,0,0.99832755,0.99832755,7.583906,0.0015136966,1.0923798,3.6932797e-05,-2.62083,0.000121872836,-1.4269519
12000,3600,1400,3637.57,1302.78,1.2,3.4,104.22683579577776,2.2,scenario_000,47.38,3.0,0,Normal,E000079,3618.78,1351.39,OUT,Outside Zone,Normal Area,,0,,0,0.99951625,0.99951625,7.820657,0.0003027,-0.28162783,4.0194907e-05,-2.30063,0.00014093233,-1.0460898
12000,3600,1400,3846.87,1328.12,1.2,1.92,257.12162744506725,0.72,scenario_000,357.11,3.0,0,Normal,E000080,3723.43,1364.06,OUT,Outside Zone,Normal Area,,0,,0,0.99958473,0.99958473,7.842374,0.00020841001,-0.6332137,4.2033364e-05,-2.2342577,0.00016478712,-0.86806685
12000,3600,1400,3666.08,1414.19,1.2,0.0,67.5864076571613,-1.2,scenario_000,9999.0,5.0,0,Normal,E000081,3633.04,1407.1,OUT,Outside Zone,Normal Area,,0,,0,0.99964726,0.99964726,7.854171,0.00014527478,-0.9823602,6.032891e-05,-1.8611758,0.00014713647,-0.9696268
12000,3600,1400,3793.38,1177.27,1.2,18.88,294.965213711719,17.68,scenario_000,16.68,25.0,1,Caution Approach,E000082,3696.69,1288.63,OUT,Outside Zone,Normal Area,,0,,1,0.9955864,0.004089609,1.043885,0.9955864,6.538768,9.958066e-05,-2.671351,0.00022447655,-1.8585485
12000,3600,1400,3641.6,1331.92,1.2,5.99,79.7837477184419,4.79,scenario_000,16.66,11.0,0,Normal,E000083,3620.8,1365.96,OUT,Outside Zone,Normal Area,,0,,0,0.9987417,0.9987417,7.7014804,0.0011033275,0.8933147,3.167041e-05,-2.6573884,0.00012333083,-1.2979007
12000,3600,1400,3527.24,1435.19,1.2,13.56,80.82297754970449,12.36,scenario_000,6.54,39.0,1,Caution Approach,E000084,3563.62,1417.6,OUT,Outside Zone,Normal Area,,0,,1,0.9982948,0.0005126084,-1.4604812,0.9982948,6.1138105,0.0011307523,-0.66935474,6.191521e-05,-3.574227
12000,3600,1400,3606.86,1592.72,1.2,10.34,192.8420545420527,9.14,scenario_000,21.1,17.0,0,Normal,E000085,3603.43,1496.36,Z01,Main Gate,Entrance,5.69,3,20.0,0,0.54458076,0.54458076,4.9860725,0.45457855,4.805427,0.00023765877,-2.7508628,0.00060301693,-1.8197536
12000,3600,1400,3554.5,1457.69,1.2,1.18,73.47371026428436,-0.02,scenario_000,9999.0,5.0,0,Normal,E000086,3577.25,1428.85,OUT,Outside Zone,Normal Area,,0,,0,0.9996232,0.9996232,7.8502636,0.00016990124,-0.8296523,5.697897e-05,-1.9221882,0.00014995076,-0.954563
12000,3600,1400,3711.8,1411.7,1.2,11.62,112.41054221023953,10.42,scenario_000,10.79,27.0,1,Caution Approach,E000087,3655.9,1405.85,OUT,Outside Zone,Normal Area,,0,,1,0.9972198,0.0025455186,0.7770277,0.9972198,6.7476645,0.000109784596,-2.3665423,0.00012480971,-2.238272
12000,3600,1400,3482.62,1579.1,1.2,7.8,214.13751282762203,6.6,scenario_000,32.45,11.0,0,Normal,E000088,3541.31,1489.55,OUT,Outside Zone,Normal Area,,0,,0,0.9990908,0.9990908,7.6590075,0.00071720977,0.4197748,4.4779314e-05,-2.3538473,0.0001471501,-1.1641402
12000,3600,1400,3472.94,1593.77,1.2,1.44,231.7133066960117,0.24,scenario_000,965.47,3.0,0,Normal,E000089,3536.47,1496.88,OUT,Outside Zone,Normal Area,,0,,0,0.9995276,0.9995276,7.749161,0.00023159286,-0.62089646,5.1805666e-05,-2.1183772,0.00018901176,-0.824068
13000,3600,1400,3681.92,1417.84,1.2,15.89,83.8400381679303,14.69,scenario_000,5.71,41.0,1,Caution Approach,E000090,3640.96,1408.92,OUT,Outside Zone,Normal Area,,0,,1,0.9940638,0.00038849728,-2.4770012,0.9940638,5.3702693,0.0054669622,0.16719118,8.079708e-05,-4.047346
13000,3600,1400,3571.43,1464.49,1.2,5.65,70.53513308982986,4.45,scenario_000,15.85,11.0,0,Normal,E000091,3585.72,1432.24,OUT,Outside Zone,Normal Area,,0,,0,0.9986004,0.9986004,7.629175,0.0012407827,0.938563,3.6831796e-05,-2.5785728,0.000121989535,-1.3809999
13000,3600,1400,3637.94,1307.76,1.2,5.0,99.73796268222048,3.8,scenario_000,26.25,11.0,0,Normal,E000092,3618.97,1353.88,OUT,Outside Zone,Normal Area,,0,,0,0.9989648,0.9989648,7.740291,0.0008839076,0.71016866,3.1904052e-05,-2.611451,0.00011940772,-1.2916398
13000,3600,1400,3850.44,1327.37,1.2,3.64,260.7591043472884,2.4400000000000004,scenario_000,106.87,3.0,0,Normal,E000093,3725.22,1363.68,OUT,Outside Zone,Normal Area,,0,,0,0.999589,0.999589,7.839416,0.00019916544,-0.6815479,4.2391344e-05,-2.2287393,0.0001693926,-0.8434643
13000,3600,1400,3668.02,1413.97,1.2,1.98,69.43976742472572,0.78,scenario_000,89.03,8.0,0,Normal,E000094,3634.01,1406.99,OUT,Outside Zone,Normal Area,,0,,0,0.99937195,0.99937195,7.79997,0.00046300187,0.12281896,3.7213747e-05,-2.3982337,0.00012797271,-1.1630948
13000,3600,1400,3593.18,1361.28,1.2,0.0,39.31603744021013,-1.2,scenario_000,9999.0,18.0,0,Normal,E000095,3596.59,1380.64,OUT,Outside Zone,Normal Area,,0,,0,0.9947484,0.9947484,6.8553963,0.004971437,1.5566154,0.00015695054,-1.8989182,0.00012306249,-2.142157
