time,vehicle_id,x,y,speed,ped_x,ped_y,distance_to_ped,relative_speed,ttc,risk_level,scenario
1.6,car_01,25.52,10.0,2.8,5.0,10.0,20.52,2.8000000000000087,7.328571428571405,0,front_approach
1.7000000000000002,car_01,25.240000000000002,10.0,2.8,5.0,10.0,20.240000000000002,2.799999999999973,7.228571428571499,0,front_approach
1.8,car_01,24.96,10.0,2.8,5.0,10.0,19.96,2.800000000000015,7.128571428571391,0,front_approach
1.9000000000000001,car_01,24.68,10.0,2.8,5.0,10.0,19.68,2.8000000000000087,7.028571428571406,0,front_approach
2.0,car_01,24.4,10.0,2.8,5.0,10.0,19.4,2.800000000000015,6.9285714285713915,0,front_approach
2.1,car_01,24.12,10.0,2.8,5.0,10.0,19.12,2.799999999999973,6.828571428571494,0,front_approach
2.2,car_01,23.84,10.0,2.8,5.0,10.0,18.84,2.8000000000000087,6.728571428571407,0,front_approach
2.3000000000000003,car_01,23.56,10.0,2.8,5.0,10.0,18.56,2.8000000000000087,6.628571428571408,0,front_approach
2.4000000000000004,car_01,23.28,10.0,2.8,5.0,10.0,18.28,2.799999999999973,6.5285714285714915,0,front_approach
2.5,car_01,23.0,10.0,2.8,5.0,10.0,18.0,2.800000000000021,6.42857142857138,0,front_approach
2.6,car_01,22.72,10.0,2.8,5.0,10.0,17.72,2.8000000000000087,6.328571428571409,0,front_approach
2.7,car_01,22.44,10.0,2.8,5.0,10.0,17.44,2.799999999999973,6.228571428571489,0,front_approach
2.8000000000000003,car_01,22.16,10.0,2.8,5.0,10.0,17.16,2.8000000000000087,6.1285714285714095,0,front_approach
2.9000000000000004,car_01,21.88,10.0,2.8,5.0,10.0,16.88,2.8000000000000087,6.02857142857141,0,front_approach
3.0,car_01,21.6,10.0,2.8,5.0,10.0,16.6,2.7999999999999856,5.92857142857146,0,front_approach
3.1,car_01,21.32,10.0,2.8,5.0,10.0,16.32,2.8000000000000087,5.8285714285714105,0,front_approach
3.2,car_01,21.04,10.0,2.8,5.0,10.0,16.04,2.8000000000000087,5.728571428571411,0,front_approach
3.3000000000000003,car_01,20.759999999999998,10.0,2.8,5.0,10.0,15.759999999999998,2.8000000000000087,5.62857142857141,0,front_approach
3.4000000000000004,car_01,20.48,10.0,2.8,5.0,10.0,15.48,2.799999999999973,5.528571428571482,0,front_approach
3.5,car_01,20.200000000000003,10.0,2.8,5.0,10.0,15.200000000000003,2.7999999999999856,5.428571428571457,0,front_approach
3.6,car_01,19.92,10.0,2.8,5.0,10.0,14.920000000000002,2.8000000000000087,5.328571428571412,0,front_approach
3.7,car_01,19.64,10.0,2.8,5.0,10.0,14.64,2.8000000000000087,5.228571428571413,0,front_approach
3.8000000000000003,car_01,19.36,10.0,2.8,5.0,10.0,14.36,2.8000000000000087,5.128571428571412,0,front_approach
3.9000000000000004,car_01,19.08,10.0,2.8,5.0,10.0,14.079999999999998,2.8000000000000087,5.0285714285714125,0,front_approach
4.0,car_01,18.8,10.0,2.8,5.0,10.0,13.8,2.7999999999999856,4.928571428571455,1,front_approach
4.1000000000000005,car_01,18.52,10.0,2.8,5.0,10.0,13.52,2.7999999999999963,4.8285714285714345,1,front_approach
4.2,car_01,18.240000000000002,10.0,2.8,5.0,10.0,13.240000000000002,2.7999999999999856,4.7285714285714535,1,front_approach
4.3,car_01,17.96,10.0,2.8,5.0,10.0,12.96,2.800000000000021,4.628571428571394,1,front_approach
4.4,car_01,17.68,10.0,2.8,5.0,10.0,12.68,2.7999999999999963,4.528571428571435,1,front_approach
4.5,car_01,17.4,10.0,2.8,5.0,10.0,12.399999999999999,2.800000000000021,4.428571428571395,1,front_approach
4.6000000000000005,car_01,17.119999999999997,10.0,2.8,5.0,10.0,12.119999999999997,2.7999999999999963,4.328571428571434,1,front_approach
4.7,car_01,16.84,10.0,2.8,5.0,10.0,11.84,2.7999999999999856,4.22857142857145,1,front_approach
4.800000000000001,car_01,16.56,10.0,2.8,5.0,10.0,11.559999999999999,2.7999999999999963,4.128571428571433,1,front_approach
4.9,car_01,16.28,10.0,2.8,5.0,10.0,11.280000000000001,2.7999999999999856,4.02857142857145,1,front_approach
5.0,car_01,16.0,10.0,2.8,5.0,10.0,11.0,2.800000000000021,3.928571428571399,1,front_approach
5.1000000000000005,car_01,15.719999999999999,10.0,2.8,5.0,10.0,10.719999999999999,2.7999999999999963,3.828571428571433,1,front_approach
5.2,car_01,15.440000000000001,10.0,2.8,5.0,10.0,10.440000000000001,2.7999999999999856,3.728571428571448,1,front_approach
5.300000000000001,car_01,15.159999999999998,10.0,2.8,5.0,10.0,10.159999999999998,2.800000000000014,3.62857142857141,1,front_approach
5.4,car_01,14.88,10.0,2.8,5.0,10.0,9.88,2.7999999999999856,3.528571428571447,1,front_approach
5.5,car_01,14.600000000000001,10.0,2.8,5.0,10.0,9.600000000000001,2.8000000000000034,3.428571428571425,1,front_approach
5.6000000000000005,car_01,14.32,10.0,2.8,5.0,10.0,9.32,2.7999999999999963,3.328571428571433,1,front_approach
5.7,car_01,14.040000000000001,10.0,2.8,5.0,10.0,9.040000000000001,2.8000000000000034,3.228571428571425,1,front_approach
5.800000000000001,car_01,13.759999999999998,10.0,2.8,5.0,10.0,8.759999999999998,2.800000000000014,3.128571428571412,1,front_approach
5.9,car_01,13.48,10.0,2.8,5.0,10.0,8.48,2.7999999999999856,3.0285714285714445,1,front_approach
6.0,car_01,13.200000000000003,10.0,2.8,5.0,10.0,8.200000000000003,2.7999999999999856,2.928571428571445,2,front_approach
6.1000000000000005,car_01,12.919999999999998,10.0,2.8,5.0,10.0,7.919999999999998,2.800000000000032,2.828571428571396,2,front_approach
6.2,car_01,12.64,10.0,2.8,5.0,10.0,7.640000000000001,2.7999999999999856,2.728571428571443,2,front_approach
6.300000000000001,car_01,12.36,10.0,2.8,5.0,10.0,7.359999999999999,2.7999999999999963,2.6285714285714317,2,front_approach
6.4,car_01,12.080000000000002,10.0,2.8,5.0,10.0,7.080000000000002,2.7999999999999856,2.5285714285714422,2,front_approach
6.5,car_01,11.8,10.0,2.8,5.0,10.0,6.800000000000001,2.800000000000021,2.4285714285714106,2,front_approach
6.6000000000000005,car_01,11.52,10.0,2.8,5.0,10.0,6.52,2.7999999999999963,2.3285714285714314,2,front_approach
6.7,car_01,11.240000000000002,10.0,2.8,5.0,10.0,6.240000000000002,2.7999999999999856,2.2285714285714406,2,front_approach
6.800000000000001,car_01,10.96,10.0,2.8,5.0,10.0,5.960000000000001,2.7999999999999963,2.1285714285714317,2,front_approach
6.9,car_01,10.68,10.0,2.8,5.0,10.0,5.68,2.800000000000021,2.0285714285714134,2,front_approach
7.0,car_01,10.400000000000002,10.0,2.8,5.0,10.0,5.400000000000002,2.7999999999999856,1.9285714285714393,2,front_approach
7.1000000000000005,car_01,10.120000000000001,10.0,2.8,5.0,10.0,5.120000000000001,2.7999999999999963,1.8285714285714314,2,front_approach
7.2,car_01,9.84,10.0,2.8,5.0,10.0,4.84,2.800000000000021,1.7285714285714155,2,front_approach
7.300000000000001,car_01,9.559999999999999,10.0,2.8,5.0,10.0,4.559999999999999,2.7999999999999963,1.6285714285714303,2,front_approach
7.4,car_01,9.280000000000001,10.0,2.8,5.0,10.0,4.280000000000001,2.7999999999999856,1.528571428571437,2,front_approach
7.5,car_01,9.0,10.0,2.8,5.0,10.0,4.0,2.800000000000021,1.4285714285714177,3,front_approach
7.6000000000000005,car_01,8.719999999999999,10.0,2.8,5.0,10.0,3.719999999999999,2.7999999999999963,1.3285714285714298,3,front_approach
7.7,car_01,8.440000000000001,10.0,2.8,5.0,10.0,3.4400000000000013,2.7999999999999856,1.2285714285714353,3,front_approach
7.800000000000001,car_01,8.16,10.0,2.8,5.0,10.0,3.16,2.7999999999999963,1.1285714285714301,3,front_approach
7.9,car_01,7.879999999999999,10.0,2.8,5.0,10.0,2.879999999999999,2.800000000000021,1.0285714285714205,3,front_approach
8.0,car_01,7.600000000000001,10.0,2.8,5.0,10.0,2.6000000000000014,2.7999999999999856,0.9285714285714338,3,front_approach
8.1,car_01,7.320000000000004,10.0,2.8,5.0,10.0,2.320000000000004,2.7999999999999856,0.8285714285714342,3,front_approach
8.200000000000001,car_01,7.039999999999999,10.0,2.8,5.0,10.0,2.039999999999999,2.800000000000007,0.7285714285714264,3,front_approach
8.3,car_01,6.759999999999998,10.0,2.8,5.0,10.0,1.759999999999998,2.800000000000021,0.6285714285714231,3,front_approach
8.4,car_01,6.48,10.0,2.8,5.0,10.0,1.4800000000000004,2.7999999999999856,0.5285714285714315,3,front_approach
8.5,car_01,6.200000000000003,10.0,2.8,5.0,10.0,1.2000000000000028,2.7999999999999856,0.42857142857143177,3,front_approach
8.6,car_01,5.920000000000002,10.0,2.8,5.0,10.0,0.9200000000000017,2.800000000000021,0.3285714285714267,3,front_approach
8.700000000000001,car_01,5.639999999999997,10.0,2.8,5.0,10.0,0.639999999999997,2.800000000000007,0.22857142857142693,3,front_approach
8.8,car_01,5.359999999999999,10.0,2.8,5.0,10.0,0.35999999999999943,2.7999999999999856,0.12857142857142903,3,front_approach
8.9,car_01,5.080000000000002,10.0,2.8,5.0,10.0,0.08000000000000185,2.7999999999999856,0.02857142857142938,3,front_approach
9.0,car_01,4.800000000000001,10.0,2.8,5.0,10.0,0.1999999999999993,0.0,999.0,3,front_approach
9.1,car_01,4.520000000000003,10.0,2.8,5.0,10.0,0.4799999999999969,0.0,999.0,3,front_approach
9.200000000000001,car_01,4.239999999999998,10.0,2.8,5.0,10.0,0.7600000000000016,0.0,999.0,3,front_approach
9.3,car_01,3.960000000000001,10.0,2.8,5.0,10.0,1.0399999999999991,0.0,999.0,3,front_approach
9.4,car_01,3.6799999999999997,10.0,2.8,5.0,10.0,1.3200000000000003,0.0,999.0,3,front_approach
9.5,car_01,3.400000000000002,10.0,2.8,5.0,10.0,1.5999999999999979,0.0,999.0,3,front_approach
9.600000000000001,car_01,3.1199999999999974,10.0,2.8,5.0,10.0,1.8800000000000026,0.0,999.0,3,front_approach
9.700000000000001,car_01,2.84,10.0,2.8,5.0,10.0,2.16,0.0,999.0,3,front_approach
9.8,car_01,2.5599999999999987,10.0,2.8,5.0,10.0,2.4400000000000013,0.0,999.0,3,front_approach
9.9,car_01,2.280000000000001,10.0,2.8,5.0,10.0,2.719999999999999,0.0,999.0,3,front_approach
10.0,car_01,2.0,10.0,2.8,5.0,10.0,3.0,0.0,999.0,2,front_approach
