time,vehicle_id,x,y,speed,ped_x,ped_y,distance_to_ped,relative_speed,ttc,risk_level,scenario
1.7000000000000002,side_car_01,6.0,28.259999999999998,2.2,5.0,10.0,18.287361756141863,2.1967474352495824,8.324744785266656,0,side_blindspot
1.8,side_car_01,6.0,28.04,2.2,5.0,10.0,18.067694927687924,2.196668284539388,8.225044743829622,0,side_blindspot
1.9000000000000001,side_car_01,6.0,27.82,2.2,5.0,10.0,17.848036306552046,2.1965862113587757,8.12535206415209,0,side_blindspot
2.0,side_car_01,6.0,27.6,2.2,5.0,10.0,17.628386199536248,2.196501070157989,8.0256670206258,0,side_blindspot
2.1,side_car_01,6.0,27.38,2.2,5.0,10.0,17.408744928914317,2.196412706219311,7.9259899014516355,0,side_blindspot
2.2,side_car_01,6.0,27.16,2.2,5.0,10.0,17.189112833418715,2.196320954956013,7.826321009518835,0,side_blindspot
2.3000000000000003,side_car_01,6.0,26.939999999999998,2.2,5.0,10.0,16.969490269303904,2.196225641148109,7.726660663351902,0,side_blindspot
2.4000000000000004,side_car_01,6.0,26.72,2.2,5.0,10.0,16.749877611493165,2.1961265781073873,7.627009198134718,0,side_blindspot
2.5,side_car_01,6.0,26.5,2.2,5.0,10.0,16.53027525481654,2.196023566766251,7.527366966811816,0,side_blindspot
2.6,side_car_01,6.0,26.28,2.2,5.0,10.0,16.310683615348562,2.1959163946797826,7.42773434128263,0,side_blindspot
2.7,side_car_01,6.0,26.06,2.2,5.0,10.0,16.091103131855192,2.1958048349337016,7.3281117136901806,0,side_blindspot
2.8000000000000003,side_car_01,6.0,25.84,2.2,5.0,10.0,15.871534267360543,2.195688644946488,7.228499497818078,0,side_blindspot
2.9000000000000004,side_car_01,6.0,25.619999999999997,2.2,5.0,10.0,15.651977510845072,2.195567565154713,7.128898130603482,0,side_blindspot
3.0,side_car_01,6.0,25.4,2.2,5.0,10.0,15.43243337908834,2.195441317567316,7.029308073781004,0,side_blindspot
3.1,side_car_01,6.0,25.18,2.2,5.0,10.0,15.212902418670804,2.195309604175362,6.929729815665486,0,side_blindspot
3.2,side_car_01,6.0,24.96,2.2,5.0,10.0,14.993385208150961,2.195172105198429,6.830163873094433,0,side_blindspot
3.3000000000000003,side_car_01,6.0,24.74,2.2,5.0,10.0,14.77388236043593,2.1950284771503075,6.730610793540183,0,side_blindspot
3.4000000000000004,side_car_01,6.0,24.52,2.2,5.0,10.0,14.55439452536587,2.1948783507006002,6.631071157415234,0,side_blindspot
3.5,side_car_01,6.0,24.299999999999997,2.2,5.0,10.0,14.33492239253495,2.1947213283092184,6.531545580585561,0,side_blindspot
3.6,side_car_01,6.0,24.08,2.2,5.0,10.0,14.115466694374648,2.194556981603009,6.432034717122741,0,side_blindspot
3.7,side_car_01,6.0,23.86,2.2,5.0,10.0,13.896028209528072,2.194384848465754,6.33253926231023,0,side_blindspot
3.8000000000000003,side_car_01,6.0,23.64,2.2,5.0,10.0,13.676607766547962,2.194204429801106,6.233059955943887,0,side_blindspot
3.9000000000000004,side_car_01,6.0,23.419999999999998,2.2,5.0,10.0,13.457206247955032,2.194015185929297,6.133597585950663,0,side_blindspot
4.0,side_car_01,6.0,23.2,2.2,5.0,10.0,13.23782459469833,2.1938165325670314,6.0341529923691795,0,side_blindspot
4.1000000000000005,side_car_01,6.0,22.979999999999997,2.2,5.0,10.0,13.018463811064649,2.1936078363367946,5.934727071728907,0,side_blindspot
4.2,side_car_01,6.0,22.759999999999998,2.2,5.0,10.0,12.799124970090727,2.193388409739229,5.8353207818821335,0,side_blindspot
4.3,side_car_01,6.0,22.54,2.2,5.0,10.0,12.579809219539062,2.19315750551666,5.735935147337051,0,side_blindspot
4.4,side_car_01,6.0,22.32,2.2,5.0,10.0,12.360517788507082,2.1929143103197886,5.636571265160184,0,side_blindspot
4.5,side_car_01,6.0,22.1,2.2,5.0,10.0,12.141251994749142,2.192657937579402,5.537230311515233,0,side_blindspot
4.6000000000000005,side_car_01,6.0,21.879999999999995,2.2,5.0,10.0,11.92201325280256,2.1923874194658017,5.437913548923523,0,side_blindspot
4.7,side_car_01,6.0,21.659999999999997,2.2,5.0,10.0,11.702803083022456,2.192101697801058,5.338622334338675,0,side_blindspot
4.800000000000001,side_car_01,6.0,21.439999999999998,2.2,5.0,10.0,11.483623121645884,2.1917996137657054,5.239358128143843,0,side_blindspot
4.9,side_car_01,6.0,21.22,2.2,5.0,10.0,11.264475132024572,2.1914798962131323,5.140122504198891,0,side_blindspot
5.0,side_car_01,6.0,21.0,2.2,5.0,10.0,11.045361017187261,2.191141148373114,5.040917161082142,0,side_blindspot
5.1000000000000005,side_car_01,6.0,20.779999999999998,2.2,5.0,10.0,10.826282833918572,2.190781832686876,4.9417439346941805,1,side_blindspot
5.2,side_car_01,6.0,20.56,2.2,5.0,10.0,10.607242808571884,2.190400253466888,4.842604812423263,1,side_blindspot
5.300000000000001,side_car_01,6.0,20.339999999999996,2.2,5.0,10.0,10.388243354869962,2.1899945370192127,4.743501949100445,1,side_blindspot
5.4,side_car_01,6.0,20.119999999999997,2.2,5.0,10.0,10.16928709399041,2.1895626087955202,4.644437685015339,1,side_blindspot
5.5,side_car_01,6.0,19.9,2.2,5.0,10.0,9.950376877284597,2.1891021670581425,4.5454145663089625,1,side_blindspot
5.6000000000000005,side_car_01,6.0,19.68,2.2,5.0,10.0,9.731515812040794,2.188610652438025,4.44643536811825,1,side_blindspot
5.7,side_car_01,6.0,19.46,2.2,5.0,10.0,9.512707290776902,2.188085212638925,4.347503120915555,1,side_blindspot
5.800000000000001,side_car_01,6.0,19.239999999999995,2.2,5.0,10.0,9.293955024638322,2.1875226613857874,4.248621140569413,1,side_blindspot
5.9,side_car_01,6.0,19.019999999999996,2.2,5.0,10.0,9.075263081586115,2.186919430522075,4.149793062755683,1,side_blindspot
6.0,side_car_01,6.0,18.799999999999997,2.2,5.0,10.0,8.856635930193809,2.1862715139230713,4.051022882469597,1,side_blindspot
6.1000000000000005,side_car_01,6.0,18.58,2.2,5.0,10.0,8.638078490034689,2.185574401591192,3.952314999546936,1,side_blindspot
6.2,side_car_01,6.0,18.36,2.2,5.0,10.0,8.419596189841885,2.1848230019280455,3.853674271285054,1,side_blindspot
6.300000000000001,side_car_01,6.0,18.139999999999997,2.2,5.0,10.0,8.20119503487144,2.184011549704443,3.755106073491822,1,side_blindspot
6.4,side_car_01,6.0,17.919999999999998,2.2,5.0,10.0,7.982881685206162,2.1831334966527813,3.656616371580417,1,side_blindspot
6.5,side_car_01,6.0,17.7,2.2,5.0,10.0,7.764663547121665,2.1821813808449773,3.5582118036929895,1,side_blindspot
6.6000000000000005,side_car_01,6.0,17.479999999999997,2.2,5.0,10.0,7.546548880117318,2.1811466700434563,3.459899778297332,1,side_blindspot
6.7,side_car_01,6.0,17.259999999999998,2.2,5.0,10.0,7.328546922821738,2.1800195729558056,3.3616885892841966,1,side_blindspot
6.800000000000001,side_car_01,6.0,17.04,2.2,5.0,10.0,7.110668041752476,2.178788810692615,3.263587552339258,1,side_blindspot
6.9,side_car_01,6.0,16.82,2.2,5.0,10.0,6.89292390789279,2.1774413385968647,3.165607167325373,1,side_blindspot
7.0,side_car_01,6.0,16.599999999999998,2.2,5.0,10.0,6.675327707311452,2.175962005813384,3.067759312652238,1,side_blindspot
7.1000000000000005,side_car_01,6.0,16.379999999999995,2.2,5.0,10.0,6.457894393685913,2.1743331362553837,2.9700574792359733,2,side_blindspot
7.2,side_car_01,6.0,16.159999999999997,2.2,5.0,10.0,6.240640992718613,2.172534009673005,2.872517053787302,2,side_blindspot
7.300000000000001,side_car_01,6.0,15.939999999999998,2.2,5.0,10.0,6.023586971232338,2.170540214862739,2.7751556640074777,2,side_blindspot
7.4,side_car_01,6.0,15.719999999999999,2.2,5.0,10.0,5.8067546874308364,2.168322838015023,2.6779936020720014,2,side_blindspot
7.5,side_car_01,6.0,15.5,2.2,5.0,10.0,5.5901699437494745,2.165847436813627,2.5810543479339785,2,side_blindspot
7.6000000000000005,side_car_01,6.0,15.279999999999998,2.2,5.0,10.0,5.373862670370352,2.1630727337912132,2.4843652210212985,2,side_blindspot
7.7,side_car_01,6.0,15.059999999999999,2.2,5.0,10.0,5.157867776513855,2.1599489385649737,2.387958198651047,2,side_blindspot
7.800000000000001,side_car_01,6.0,14.839999999999996,2.2,5.0,10.0,4.94222621902316,2.15641557490694,2.291870953137798,2,side_blindspot
7.9,side_car_01,6.0,14.619999999999997,2.2,5.0,10.0,4.726986354962322,2.1523986406083915,2.196148178957316,2,side_blindspot
8.0,side_car_01,6.0,14.399999999999999,2.2,5.0,10.0,4.51220566907139,2.1478068589093255,2.1008433092362533,2,side_blindspot
8.1,side_car_01,6.0,14.18,2.2,5.0,10.0,4.29795300113903,2.1425266793236095,2.006020761662526,2,side_blindspot
8.200000000000001,side_car_01,6.0,13.959999999999997,2.2,5.0,10.0,4.084311447478018,2.136415536610091,1.9117589146345129,2,side_blindspot
8.3,side_car_01,6.0,13.739999999999998,2.2,5.0,10.0,3.8713821821153216,2.1292926536269694,1.8181541064920936,2,side_blindspot
8.4,side_car_01,6.0,13.519999999999996,2.2,5.0,10.0,3.659289548532607,2.120926335827152,1.7253260929995948,2,side_blindspot
8.5,side_car_01,6.0,13.299999999999997,2.2,5.0,10.0,3.4481879299133307,2.111016186192772,1.6334256233876416,2,side_blindspot
8.6,side_car_01,6.0,13.079999999999998,2.2,5.0,10.0,3.2382711436814535,2.099167862318779,1.5426451604038947,2,side_blindspot
8.700000000000001,side_car_01,6.0,12.859999999999996,2.2,5.0,10.0,3.029785470953344,2.084856727281067,1.4532343787981012,3,side_blindspot
8.8,side_car_01,6.0,12.639999999999997,2.2,5.0,10.0,2.8230479981750194,2.067374727783252,1.3655231246838546,3,side_blindspot
8.9,side_car_01,6.0,12.419999999999998,2.2,5.0,10.0,2.618472837361501,2.0457516081351894,1.2799563871531683,3,side_blindspot
9.0,side_car_01,6.0,12.2,2.2,5.0,10.0,2.4166091947189137,2.018636426425882,1.1971493048887791,3,side_blindspot
9.1,side_car_01,6.0,11.98,2.2,5.0,10.0,2.218197466412763,1.9841172830615132,1.1179769892382883,3,side_blindspot
9.200000000000001,side_car_01,6.0,11.759999999999994,2.2,5.0,10.0,2.0242529486207945,1.9394451779196578,1.0437278514838484,3,side_blindspot
9.3,side_car_01,6.0,11.539999999999996,2.2,5.0,10.0,1.8361917111238648,1.8806123749693038,0.976379681194981,3,side_blindspot
9.4,side_car_01,6.0,11.319999999999997,2.2,5.0,10.0,1.6560193235587535,1.8017238756511198,0.9191304760615937,3,side_blindspot
9.5,side_car_01,6.0,11.099999999999998,2.2,5.0,10.0,1.486606874731849,1.6941244882690503,0.8775074588826529,3,side_blindspot
9.600000000000001,side_car_01,6.0,10.879999999999995,2.2,5.0,10.0,1.332066064427734,1.5454081030411284,0.8619510029787151,3,side_blindspot
9.700000000000001,side_car_01,6.0,10.659999999999997,2.2,5.0,10.0,1.198165264060011,1.3390080036772358,0.8948156103395669,3,side_blindspot
9.8,side_car_01,6.0,10.439999999999998,2.2,5.0,10.0,1.0925200226998122,1.0564524136019908,1.0341403064004069,3,side_blindspot
9.9,side_car_01,6.0,10.219999999999999,2.2,5.0,10.0,1.0239140588936162,0.6860596380619624,1.4924563435710236,3,side_blindspot
10.0,side_car_01,6.0,10.0,2.2,5.0,10.0,1.0,0.23914058893616283,4.181640617548801,3,side_blindspot
